#_pos,Jugador,Equipo,TS%,eFG%,Total S %,ORB%,DRB%,TRB%,AST%,TOV%,STL%,BLK%,USG%,PPR,PPS,ORtg,DRtg,eDiff,FIC,PER,Posición,#_totales,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF,#,Dbl Dbl,Tpl Dbl,40 Pts,20 Reb,20 Ast,5 Stl,5 Blk,High Game,Techs,HOB,Ast/TO,Stl/TO,FT/FGA,W's,L's,Win %,OWS,DWS,WS
9,Timothe Luwawu-Cabarrot,BASK,.546,.513,159.8,3.9,14.7,9.3,14.2,12.7,1.9,1.7,22.5,-0.7,1.2,111.7,120.0,-8.3,49.9,14.5,Alero (SF),28,8,196.5,90,33,75,.440,11,28,.393,13,17,.765,6,22,28,16,7,3,12,28,37,0,0,0,0,0,0,0,18,0,.203,1.3,0.6,0.2,3,5,.375,0.3,0.0,0.3
25,Tomas Satoransky,FCB,.566,.500,146.8,1.9,17.6,10.5,32.1,22.4,0.7,0.0,17.8,6.2,1.3,114.5,114.6,-0.1,52.0,13.7,Base (PG),102,8,152.6,51,18,38,.474,2,11,.182,13,16,.813,2,22,24,34,2,0,13,12,41,0,0,0,0,0,0,0,14,0,.201,2.6,0.2,0.4,5,3,.625,0.3,0.1,0.4
27,Tomasz Gielo,BBB,.569,.513,167.7,4.1,12.5,8.4,4.3,8.2,0.7,2.7,14.9,-0.9,1.3,116.5,115.1,1.4,33.4,11.2,Ala-Pívot (PF),105,8,156.3,51,15,40,.375,11,28,.393,10,11,.909,5,16,21,4,2,4,4,13,145,0,0,0,0,0,0,0,15,0,.083,1.0,0.5,0.3,3,5,.375,0.2,0.1,0.3
12,Toni Nakic,BRE,.642,.607,172.6,7.4,10.9,8.9,8.7,7.5,1.4,0.0,15.7,0.4,1.5,129.9,118.0,11.8,45.5,15.9,Escolta (SG),77,6,155.4,63,20,42,.476,11,22,.500,12,16,.750,10,12,22,7,4,0,4,12,64,0,0,0,0,0,0,0,18,0,.173,1.8,1.0,0.4,1,5,.167,0.5,0.0,0.5
4,Trae Bell-Haynes,ZAR,.604,.529,161.8,3.7,5.9,4.8,31.1,17.7,2.4,0.6,26.3,2.3,1.4,119.4,118.3,1.0,63.9,20.6,Escolta (SG),16,8,173.0,101,34,70,.486,6,23,.261,27,31,.871,5,8,13,33,8,1,18,16,20,0,0,0,0,0,0,0,27,0,.251,1.8,0.4,0.4,4,4,.500,0.6,0.0,0.6
3,Trent Forrest,BASK,.647,.597,187.2,4.0,18.6,11.4,20.5,17.6,3.6,0.0,23.8,-1.8,1.5,121.5,117.7,3.8,67.9,21.9,Escolta (SG),24,6,164.2,91,34,62,.548,6,14,.429,17,19,.895,5,24,29,18,11,0,15,13,11,0,0,0,0,0,0,0,19,0,.292,1.2,0.7,0.3,2,4,.333,0.5,0.0,0.6
4,Trey Thompkins,LBC,.628,.610,157.6,2.5,22.8,12.4,11.2,4.2,1.6,1.1,21.6,2.0,1.4,126.2,122.1,4.1,44.3,21.0,Ala-Pívot (PF),90,6,99.8,57,21,41,.512,8,22,.364,7,10,.700,2,17,19,6,3,1,2,2,84,0,0,0,0,0,0,0,18,0,.151,3.0,1.5,0.2,1,5,.167,0.3,0.0,0.3
25,Troy Caupain,MUR,.555,.565,83.5,1.8,11.6,6.2,17.0,17.6,2.7,0.0,21.2,-1.6,1.1,101.3,110.6,-9.3,13.1,11.9,Escolta (SG),151,4,62.0,26,10,23,.435,6,15,.400,0,1,.000,1,5,6,6,3,0,5,8,106,0,0,0,0,0,0,0,14,0,.129,1.2,0.6,0.0,2,2,.500,0.0,0.1,0.1
5,Tryggvi Hlinason,BBB,.797,.784,153.4,15.1,19.0,17.1,15.6,19.4,0.7,5.8,16.8,-1.5,2.0,140.2,111.1,29.1,78.0,24.1,Pívot (C),57,8,160.7,73,29,37,.784,0,0,.000,15,20,.750,19,25,44,13,2,9,11,21,58,0,0,0,0,0,0,0,24,0,.183,1.2,0.2,0.5,3,5,.375,0.8,0.2,1.0
19,Tyler Kalinoski,UNI,.602,.541,167.7,2.3,7.1,4.7,14.3,11.0,1.8,0.0,17.3,2.5,1.4,120.9,109.7,11.3,40.1,13.2,Escolta (SG),65,8,171.6,68,22,49,.449,9,26,.346,15,17,.882,3,9,12,17,6,0,7,21,88,0,0,0,0,0,0,0,19,0,.147,2.4,0.9,0.3,7,1,.875,0.4,0.2,0.6
4,Tyson Carter,UNI,.629,.594,179.4,0.8,8.3,4.5,37.3,13.8,1.9,0.7,24.7,7.6,1.4,124.0,109.0,15.0,72.4,21.9,Base (PG),21,8,163.7,94,35,69,.507,12,33,.364,12,13,.923,1,10,11,37,6,1,12,11,13,0,0,0,0,0,0,0,25,0,.271,3.1,0.5,0.2,7,1,.875,0.6,0.2,0.9
28,Vladimir Brodziansky,MUR,.557,.533,145.2,6.5,14.0,9.9,6.5,13.9,1.0,0.7,16.6,-2.5,1.2,105.8,107.8,-2.0,32.0,10.6,Ala-Pívot (PF),92,8,160.8,55,21,45,.467,6,21,.286,7,10,.700,9,16,25,6,3,1,8,17,119,0,0,0,0,0,0,0,15,0,.116,0.8,0.4,0.2,5,3,.625,0.1,0.3,0.3
7,Willy Hernangomez,FCB,.638,.581,138.1,11.3,21.7,16.9,11.5,17.5,1.8,2.6,23.8,-4.4,1.5,116.9,110.7,6.2,39.6,21.3,Pívot (C),114,6,90.4,48,18,31,.581,0,0,.000,12,15,.800,7,16,23,6,3,2,8,3,107,0,0,0,0,0,0,0,13,0,.128,0.8,0.4,0.5,4,2,.667,0.2,0.1,0.3
26,Xabier Lopez-Arostegui,VAL,.523,.485,141.2,6.3,15.0,10.3,8.5,15.2,2.2,0.0,16.5,-2.0,1.2,110.8,109.5,1.2,29.5,11.8,Escolta (SG),128,7,117.0,41,13,33,.394,6,16,.375,9,14,.643,7,14,21,7,5,0,7,8,143,0,0,0,0,0,0,0,15,0,.087,1.0,0.7,0.4,5,2,.714,0.1,0.2,0.3
20,Yankuba Sima,UNI,.634,.654,109.8,3.8,22.9,13.1,3.1,14.3,0.5,3.4,16.1,-3.6,1.5,109.9,108.6,1.3,23.9,12.4,Pívot (C),134,6,102.1,38,17,26,.654,0,0,.000,4,9,.444,3,17,20,2,1,3,5,16,139,0,0,0,0,0,0,0,12,0,.096,0.4,0.2,0.3,5,1,.833,0.1,0.1,0.2
21,Yannick Kraag,JOV,.580,.554,176.4,11.1,14.1,12.8,6.2,13.4,2.1,1.2,13.7,-1.3,1.2,117.4,108.8,8.6,39.3,12.5,Ala-Pívot (PF),118,8,162.7,45,19,37,.514,3,12,.250,4,4,1.000,12,20,32,6,6,2,6,23,129,0,0,0,0,0,0,0,9,0,.107,1.0,1.0,0.1,4,4,.500,0.2,0.2,0.5
16,Yoanki Mensia,ZAR,.440,.344,114.4,5.9,11.8,8.9,3.8,4.9,3.8,2.0,16.6,0.0,1.1,104.4,113.8,-9.5,19.9,11.0,Alero (SF),139,7,110.2,34,11,32,.344,0,5,.000,12,15,.800,5,10,15,3,8,2,2,16,154,0,0,0,0,0,0,0,10,0,.061,1.5,4.0,0.5,3,4,.429,0.0,0.1,0.1
13,Yunio Barrueta,LBC,.558,.538,161.6,2.0,10.6,6.1,5.5,3.5,1.1,0.0,20.2,0.5,1.2,115.3,124.2,-8.9,44.3,12.8,Alero (SF),25,8,190.7,91,31,78,.397,22,64,.344,7,8,.875,3,15,18,6,4,0,3,13,78,0,0,0,0,0,0,0,18,0,.157,2.0,1.3,0.1,2,6,.250,0.3,-0.1,0.2
33,Yves Pons,SJG,.375,.363,116.7,3.7,12.7,8.1,5.9,16.2,1.6,1.9,14.1,-2.8,0.8,74.9,112.7,-37.8,13.9,3.8,Ala-Pívot (PF),143,7,164.7,31,12,40,.300,5,25,.200,2,3,.667,5,16,21,5,5,3,8,16,134,0,0,0,0,0,0,0,10,0,.101,0.6,0.6,0.1,2,5,.286,-0.4,0.1,-0.3
20,Zoran Dragic,BBB,.469,.395,129.5,3.2,14.1,8.8,22.4,17.8,1.1,0.0,20.2,1.5,1.1,97.7,115.0,-17.3,41.0,9.3,Alero (SF),70,8,198.6,65,18,57,.316,9,34,.265,20,28,.714,5,23,28,27,4,0,15,18,46,0,0,0,0,0,0,0,14,0,.196,1.8,0.3,0.5,3,5,.375,-0.1,0.1,0.0
